Nome Cliente;Marca;Modelo;Método Pagamento;Bairro;Entrada;Saída
Cássio Gonçalves;Chevrolet;Cruze;Cartão;Glória;2023-08-31 19:34:05;2023-08-31 22:34:05
Rosana Duarte;Toyota;Corolla;Dinheiro;Recreio dos Bandeirantes;2024-07-12 17:26:35;2024-07-12 19:26:35
Alberto Lopes;Renault;Duster;Cartão;Centro;2024-10-04 11:48:29;2024-10-04 14:48:29
Karen Araujo;Toyota;Yaris;App;Catete;2024-04-09 22:35:13;2024-04-10 07:35:13
Matheus Moura;Honda;Civic;Dinheiro;Recreio dos Bandeirantes;2024-06-21 01:32:18;2024-06-21 12:32:18
Fabiana Ferreira;Ford;Ka;App;Madureira;2024-06-17 23:03:35;2024-06-18 22:03:35
Letícia Campos;Ford;Ka;Cartão;Madureira;2023-02-03 02:10:04;2023-02-03 03:10:04
Rodrigo Carvalho;Volkswagen;Gol;Dinheiro;Glória;2023-09-03 00:50:14;2023-09-03 01:50:14
Francisco Nogueira;Renault;Sandero;Cartão;Botafogo;2024-08-22 13:39:11;2024-08-23 01:39:11
Juliana Souza;Ford;Fiesta;App;Barra da Tijuca;2024-08-27 15:57:39;2024-08-27 17:57:39
Emily Moraes;Volkswagen;Gol;App;Santa Cruz;2024-02-17 12:11:10;2024-02-17 14:11:10
Eliane Fonseca;Fiat;Uno;Cartão;Botafogo;2024-06-11 03:13:42;2024-06-11 07:13:42
Sofia Alves;Fiat;Argo;Dinheiro;Catete;2024-08-14 08:28:08;2024-08-14 09:28:08
Fabrício Gomes;Jeep;Compass;Dinheiro;Recreio dos Bandeirantes;2024-03-20 23:08:31;2024-03-21 02:08:31
Antônio Marques;Jeep;Compass;App;Bangu;2024-05-26 08:19:25;2024-05-27 00:19:25
Fernanda Fernandes;Volkswagen;Gol;App;Gávea;2023-02-28 22:42:29;2023-03-01 08:42:29
Elisa Pinto;Ford;Fiesta;Cartão;Barra da Tijuca;2024-06-08 01:52:59;2024-06-08 22:52:59
André Santos;Fiat;Uno;Cartão;Catete;2024-06-06 13:58:21;2024-06-06 22:58:21
Antônio Monteiro;Chevrolet;Onix;App;Vila Isabel;2023-03-03 16:04:39;2023-03-03 17:04:39
André Fonseca;Toyota;Yaris;Cartão;Recreio dos Bandeirantes;2024-06-15 06:53:36;2024-06-15 13:53:36
José Pinto;Fiat;Uno;Dinheiro;Catete;2023-01-28 17:00:09;2023-01-28 19:00:09
Karen Batista;Hyundai;HB20;App;Tijuca;2024-11-17 16:03:22;2024-11-18 04:03:22
Mirella Medeiros;Ford;Ka;App;Vila Isabel;2024-01-01 13:01:40;2024-01-02 08:01:40
Emerson Nogueira;Fiat;Argo;App;Tijuca;2024-01-20 07:51:39;2024-01-20 11:51:39
Sarah Marques;Renault;Duster;Cartão;Urca;2023-08-24 19:46:02;2023-08-24 20:46:02
Marcelo Castro;Nissan;March;Dinheiro;Tijuca;2024-11-10 10:41:26;2024-11-10 16:41:26
Nina Machado;Hyundai;Creta;App;Recreio dos Bandeirantes;2024-12-17 21:13:29;2024-12-18 08:13:29
Fernando Machado;Ford;Ka;Cartão;Urca;2024-10-14 18:46:22;2024-10-14 20:46:22
Laura Miranda;Renault;Duster;Cartão;Recreio dos Bandeirantes;2024-07-15 09:59:14;2024-07-15 10:59:14
Hugo Barros;Fiat;Argo;App;Glória;2024-12-17 15:22:51;2024-12-18 01:22:51
Vitor Mendes;Ford;Fiesta;App;Taquara;2024-09-20 09:04:25;2024-09-20 10:04:25
Caio Campos;Fiat;Uno;Cartão;Madureira;2023-12-16 11:42:01;2023-12-16 23:42:01
Matheus Machado;Renault;Duster;App;Copacabana;2023-12-08 13:57:29;2023-12-08 15:57:29
Stefany Freitas;Volkswagen;Gol;Cartão;Santa Cruz;2024-07-28 17:37:43;2024-07-29 03:37:43
Karina Moura;Chevrolet;Onix;App;Recreio dos Bandeirantes;2024-12-19 17:13:55;2024-12-20 17:13:55
Diego Ferraz;Renault;Duster;Dinheiro;Copacabana;2024-01-26 04:24:01;2024-01-26 15:24:01
Renan Reis;Hyundai;HB20;App;Urca;2024-08-29 11:29:56;2024-08-29 23:29:56
Sarah Pinto;Ford;Ka;Cartão;Glória;2024-07-21 23:04:29;2024-07-22 08:04:29
Nadia Campos;Ford;Ka;App;Lapa;2023-05-31 17:59:26;2023-06-01 03:59:26
Luísa Reis;Honda;Civic;Cartão;Gávea;2024-06-27 16:41:02;2024-06-28 03:41:02
Marcos Gonçalves;Hyundai;Creta;Dinheiro;Lapa;2024-03-02 12:19:03;2024-03-02 23:19:03
Natália Barros;Volkswagen;Gol;Dinheiro;Vila Isabel;2024-10-01 02:58:10;2024-10-01 05:58:10
Matheus Moraes;Honda;Civic;Dinheiro;Santa Cruz;2024-07-26 00:47:00;2024-07-26 09:47:00
Paulo Pereira;Honda;Civic;App;Barra da Tijuca;2023-04-23 15:36:57;2023-04-23 18:36:57
Mariana Souza;Nissan;March;Dinheiro;Glória;2023-12-07 07:48:43;2023-12-07 17:48:43
Eliana Rocha;Jeep;Compass;App;Sulacap;2024-10-27 19:53:32;2024-10-27 20:53:32
César Reis;Honda;Fit;Cartão;Urca;2024-12-07 13:25:11;2024-12-07 23:25:11
Nadia Garcia;Nissan;March;App;Jardim Botânico;2023-03-04 10:04:06;2023-03-04 14:04:06
José Castro;Renault;Sandero;App;Campo Grande;2023-04-20 21:58:48;2023-04-20 22:58:48
Arthur Fernandes;Hyundai;HB20;Dinheiro;Urca;2024-04-09 06:06:11;2024-04-10 06:06:11
Fabiana Ribeiro;Volkswagen;Gol;Dinheiro;Jardim Botânico;2023-03-23 03:32:23;2023-03-23 10:32:23
Mirella Dias;Fiat;Uno;App;Sulacap;2023-02-26 17:49:01;2023-02-26 19:49:01
Mauro Neves;Chevrolet;Onix;Dinheiro;Taquara;2024-02-06 15:49:56;2024-02-06 17:49:56
Rodrigo Barbosa;Jeep;Compass;Cartão;Barra da Tijuca;2023-05-01 13:06:19;2023-05-02 01:06:19
Thais Machado;Fiat;Argo;Cartão;Sulacap;2023-01-05 09:21:52;2023-01-05 21:21:52
Giovana Rodrigues;Nissan;Kicks;Cartão;Taquara;2024-03-11 14:36:34;2024-03-12 06:36:34
Simone Medeiros;Toyota;Corolla;App;Catete;2024-03-15 21:47:29;2024-03-16 04:47:29
Andressa Neves;Fiat;Uno;App;Sulacap;2023-01-22 08:24:09;2023-01-22 15:24:09
José Castro;Toyota;Yaris;App;Ipanema;2023-09-10 11:48:48;2023-09-10 17:48:48
Hugo Vieira;Hyundai;HB20;Cartão;Tijuca;2024-01-03 10:10:02;2024-01-03 11:10:02
Bianca Barros;Hyundai;Creta;App;Tijuca;2023-02-12 13:44:47;2023-02-12 14:44:47
Sofia Carvalho;Volkswagen;Polo;Dinheiro;Santa Teresa;2023-09-03 11:49:09;2023-09-04 00:49:09
Francisco Campos;Honda;Fit;App;Recreio dos Bandeirantes;2023-04-12 18:45:15;2023-04-13 14:45:15
Simone Gonçalves;Nissan;Kicks;Dinheiro;Vila Isabel;2024-07-18 17:24:19;2024-07-18 21:24:19
Marcos Santana;Renault;Duster;Dinheiro;Botafogo;2024-06-25 15:27:56;2024-06-26 01:27:56
Karina Pereira;Toyota;Corolla;Dinheiro;Bangu;2024-10-21 21:10:47;2024-10-21 22:10:47
José Duarte;Hyundai;HB20;Cartão;Bangu;2023-11-21 18:55:20;2023-11-21 21:55:20
Erick Neves;Ford;Ka;Cartão;Laranjeiras;2023-03-29 15:48:18;2023-03-30 00:48:18
José Borges;Nissan;March;Cartão;Santa Cruz;2023-01-12 22:48:44;2023-01-13 00:48:44
Luís Alves;Jeep;Compass;Cartão;Botafogo;2023-04-13 11:33:31;2023-04-13 21:33:31
Mateus Fernandes;Jeep;Renegade;Dinheiro;Barra da Tijuca;2023-11-01 07:51:27;2023-11-01 17:51:27
Raquel Freitas;Hyundai;HB20;Dinheiro;Centro;2023-04-04 08:13:48;2023-04-04 10:13:48
Tatiana Nogueira;Toyota;Yaris;Dinheiro;Glória;2024-10-10 04:17:22;2024-10-10 05:17:22
Andressa Miranda;Honda;Civic;App;Ipanema;2023-01-25 04:11:03;2023-01-26 00:11:03
Elisa Garcia;Toyota;Yaris;Dinheiro;Jardim Botânico;2023-10-14 19:33:00;2023-10-15 06:33:00
Pedro Mendes;Nissan;Kicks;Dinheiro;Vila Isabel;2024-02-18 19:13:48;2024-02-19 06:13:48
Fernando Gomes;Fiat;Argo;Dinheiro;Urca;2023-10-01 12:44:21;2023-10-01 23:44:21
Murilo Fonseca;Ford;Ka;Dinheiro;Laranjeiras;2024-02-09 13:28:49;2024-02-10 03:28:49
Rafael Martins;Jeep;Compass;Dinheiro;Campo Grande;2024-02-23 16:12:15;2024-02-23 17:12:15
Thais Borges;Nissan;Kicks;Cartão;Méier;2024-10-24 07:09:14;2024-10-24 10:09:14
João Miranda;Jeep;Compass;App;Santa Teresa;2024-10-27 17:14:10;2024-10-28 01:14:10
Thais Monteiro;Toyota;Yaris;Dinheiro;Catete;2024-06-08 22:51:18;2024-06-08 23:51:18
Karina Machado;Fiat;Argo;Dinheiro;Lapa;2024-11-10 04:15:03;2024-11-10 09:15:03
Eduardo Teixeira;Renault;Sandero;Dinheiro;Laranjeiras;2023-05-25 15:30:08;2023-05-25 19:30:08
Flávia Gonçalves;Hyundai;Creta;App;Urca;2023-06-09 20:05:15;2023-06-09 21:05:15
Ana Teixeira;Nissan;March;Cartão;Copacabana;2024-02-24 13:35:52;2024-02-25 11:35:52
Thais Freitas;Volkswagen;Polo;Cartão;Urca;2023-06-14 14:02:07;2023-06-14 16:02:07
Rose Marques;Fiat;Uno;Cartão;Bangu;2024-10-11 09:25:06;2024-10-11 12:25:06
Sofia Reis;Honda;Fit;Cartão;Santa Teresa;2023-05-05 18:18:54;2023-05-05 21:18:54
Laura Ferraz;Honda;Fit;Cartão;Sulacap;2024-01-04 11:02:02;2024-01-04 12:02:02
Melissa Ferraz;Toyota;Corolla;App;Santa Cruz;2024-07-14 00:20:52;2024-07-14 02:20:52
Juliana Neves;Fiat;Uno;App;Bangu;2023-10-16 11:39:57;2023-10-17 08:39:57
Thais Gonçalves;Fiat;Argo;Cartão;Gávea;2023-07-25 03:21:28;2023-07-25 20:21:28
Nadia Castro;Ford;Fiesta;Dinheiro;Copacabana;2024-11-03 18:01:09;2024-11-04 10:01:09
Mariana Teixeira;Chevrolet;Onix;Dinheiro;Vila Isabel;2023-09-09 02:52:07;2023-09-09 03:52:07
Natália Almeida;Fiat;Uno;Dinheiro;Campo Grande;2024-11-21 20:27:22;2024-11-22 00:27:22
Vicente Araujo;Fiat;Argo;Dinheiro;Centro;2023-12-29 00:19:35;2023-12-29 23:19:35
Alessandra Campos;Renault;Sandero;App;Vila Isabel;2024-08-09 21:21:26;2024-08-10 08:21:26
Beatriz Ribeiro;Volkswagen;Gol;Dinheiro;Gávea;2024-12-10 18:19:26;2024-12-11 18:19:26
Guilherme Mendes;Honda;Fit;App;Méier;2023-05-23 10:53:48;2023-05-23 20:53:48
Vitor Miranda;Nissan;Kicks;Cartão;Taquara;2023-03-25 00:34:47;2023-03-25 03:34:47
Karen Souza;Hyundai;Creta;Cartão;Vila Isabel;2024-05-05 05:56:03;2024-05-05 06:56:03
Arthur Martins;Nissan;March;Cartão;Méier;2024-05-19 15:53:51;2024-05-19 16:53:51
Cristiane Silva;Nissan;March;Dinheiro;Tijuca;2024-12-11 08:20:41;2024-12-11 11:20:41
Cristiane Carvalho;Ford;Fiesta;Dinheiro;Taquara;2024-03-11 20:23:20;2024-03-11 23:23:20
Márcia Ferreira;Hyundai;HB20;Dinheiro;Laranjeiras;2024-04-18 23:47:20;2024-04-19 02:47:20
Antônio Neves;Volkswagen;Polo;App;Vila Isabel;2023-03-04 16:07:44;2023-03-04 19:07:44
Juliana Marques;Toyota;Yaris;Dinheiro;Catete;2024-03-26 07:37:23;2024-03-26 08:37:23
Clarice Moura;Toyota;Corolla;Cartão;Botafogo;2023-09-08 02:39:35;2023-09-08 06:39:35
Enzo Fernandes;Nissan;Kicks;Cartão;Catete;2023-01-17 07:12:01;2023-01-18 03:12:01
Giovana Reis;Fiat;Uno;Cartão;Campo Grande;2024-01-25 13:24:41;2024-01-25 15:24:41
Enzo Silva;Hyundai;HB20;Dinheiro;Catete;2024-04-09 11:54:53;2024-04-09 23:54:53
Karina Duarte;Toyota;Corolla;App;Madureira;2024-03-23 14:10:12;2024-03-23 23:10:12
Adriana Castro;Ford;Ka;Cartão;Jardim Botânico;2024-12-10 22:32:15;2024-12-11 09:32:15
Lorena Batista;Honda;Fit;App;Campo Grande;2023-03-11 19:07:17;2023-03-12 04:07:17
Henrique Silva;Volkswagen;Polo;Dinheiro;Catete;2024-10-28 01:32:41;2024-10-28 02:32:41
Nadia Nogueira;Chevrolet;Onix;Cartão;Catete;2024-12-06 14:34:25;2024-12-06 23:34:25
Karen Monteiro;Renault;Sandero;Cartão;Taquara;2024-03-09 11:25:55;2024-03-09 13:25:55
Joaquim Monteiro;Toyota;Yaris;Cartão;Sulacap;2024-08-18 18:12:15;2024-08-18 20:12:15
Igor Melo;Toyota;Yaris;Dinheiro;Botafogo;2024-04-14 08:26:23;2024-04-14 10:26:23
Túlio Martins;Ford;Fiesta;App;Méier;2024-04-02 22:41:03;2024-04-03 04:41:03
Mário Medeiros;Nissan;March;Cartão;Urca;2023-12-23 16:24:48;2023-12-24 03:24:48
Ana Medeiros;Volkswagen;Polo;Cartão;Santa Teresa;2024-06-23 13:23:19;2024-06-23 18:23:19
Daniel Freitas;Fiat;Uno;Dinheiro;Santa Teresa;2024-11-12 20:46:03;2024-11-12 21:46:03
Manoel Lopes;Toyota;Yaris;Dinheiro;Centro;2023-04-08 10:22:06;2023-04-08 11:22:06
Daniela Reis;Nissan;March;App;Barra da Tijuca;2024-02-06 10:03:45;2024-02-06 11:03:45
Enzo Costa;Renault;Sandero;App;Catete;2024-05-29 20:26:40;2024-05-29 21:26:40
Stella Alves;Renault;Sandero;App;Catete;2023-11-11 21:17:17;2023-11-12 00:17:17
Thais Santana;Renault;Sandero;Dinheiro;Campo Grande;2023-03-17 22:21:14;2023-03-18 01:21:14
Nicolas Garcia;Renault;Duster;App;Sulacap;2023-02-03 13:27:48;2023-02-03 14:27:48
Stella Campos;Nissan;Kicks;App;Catete;2024-02-04 18:27:43;2024-02-04 19:27:43
Bruno Barbosa;Toyota;Yaris;App;Santa Cruz;2023-06-01 03:23:57;2023-06-02 02:23:57
Carolina Vieira;Hyundai;Creta;App;Recreio dos Bandeirantes;2024-06-17 10:47:30;2024-06-17 11:47:30
Sofia Pereira;Fiat;Uno;Dinheiro;Laranjeiras;2024-06-17 07:50:36;2024-06-17 14:50:36
Mirella Teixeira;Hyundai;Creta;Cartão;Campo Grande;2024-12-07 21:51:12;2024-12-07 23:51:12
Leonardo Moura;Jeep;Compass;Dinheiro;Gávea;2024-02-11 12:05:38;2024-02-12 00:05:38
Felipe Garcia;Nissan;Kicks;App;Madureira;2024-01-31 02:34:30;2024-01-31 05:34:30
Antônio Batista;Fiat;Argo;App;Jardim Botânico;2023-04-14 06:27:42;2023-04-14 09:27:42
Gisele Melo;Nissan;March;Dinheiro;Tijuca;2023-07-13 03:06:36;2023-07-13 11:06:36
Mário Lopes;Jeep;Renegade;App;Botafogo;2023-09-18 03:37:56;2023-09-18 13:37:56
Vitor Medeiros;Toyota;Yaris;Dinheiro;Vila Isabel;2023-10-09 04:33:57;2023-10-09 06:33:57
Clarice Cardoso;Renault;Duster;Dinheiro;Santa Teresa;2024-09-29 08:06:33;2024-09-29 13:06:33
Sophia Barros;Jeep;Renegade;Dinheiro;Jardim Botânico;2024-03-06 18:01:05;2024-03-07 11:01:05
Tatiana Moura;Renault;Duster;Dinheiro;Botafogo;2023-03-17 14:49:59;2023-03-17 16:49:59
Amanda Machado;Renault;Sandero;Dinheiro;Ipanema;2023-11-24 08:37:46;2023-11-24 16:37:46
Marcelo Borges;Toyota;Yaris;App;Sulacap;2024-10-28 05:15:47;2024-10-28 18:15:47
Vitor Garcia;Jeep;Compass;Cartão;Copacabana;2023-12-23 21:22:24;2023-12-24 05:22:24
Leandro Almeida;Nissan;March;App;Catete;2024-02-24 00:24:44;2024-02-24 11:24:44
Giovana Marques;Ford;Ka;Cartão;Ipanema;2024-05-21 09:50:03;2024-05-21 20:50:03
Elias Pinto;Honda;Fit;App;Sulacap;2023-07-29 12:40:12;2023-07-30 00:40:12
Manoel Monteiro;Chevrolet;Onix;App;Bangu;2024-12-28 05:48:25;2024-12-28 06:48:25
Bruno Campos;Renault;Duster;Cartão;Sulacap;2024-10-30 21:30:36;2024-10-31 10:30:36
Ricardo Lima;Volkswagen;Polo;App;Bangu;2023-12-11 10:49:13;2023-12-11 12:49:13
Guilherme Costa;Jeep;Renegade;Dinheiro;Centro;2024-08-15 10:26:00;2024-08-15 11:26:00
Ana Castro;Hyundai;Creta;App;Gávea;2024-06-11 14:19:08;2024-06-11 23:19:08
Sofia Santana;Nissan;March;Cartão;Barra da Tijuca;2024-12-25 07:47:12;2024-12-25 20:47:12
Mauro Mendes;Volkswagen;Gol;App;Barra da Tijuca;2024-11-13 03:35:58;2024-11-14 01:35:58
Mirella Costa;Honda;Fit;Dinheiro;Barra da Tijuca;2024-12-08 03:37:51;2024-12-08 07:37:51
Matheus Melo;Volkswagen;Polo;App;Barra da Tijuca;2023-06-29 07:19:54;2023-06-29 15:19:54
Vicente Mendes;Renault;Sandero;App;Bangu;2023-06-07 16:44:14;2023-06-07 19:44:14
Carolina Melo;Fiat;Argo;Cartão;Ipanema;2023-11-30 20:05:36;2023-12-01 06:05:36
Leandro Costa;Honda;Civic;Cartão;Centro;2024-03-18 13:02:18;2024-03-19 01:02:18
Igor Pereira;Jeep;Compass;App;Madureira;2023-08-31 03:14:39;2023-08-31 04:14:39
Bruno Pereira;Chevrolet;Onix;App;Tijuca;2024-01-19 22:34:48;2024-01-20 02:34:48
Túlio Pinto;Volkswagen;Polo;Cartão;Recreio dos Bandeirantes;2023-09-29 03:25:14;2023-09-29 15:25:14
Fabrício Cardoso;Volkswagen;Gol;App;Recreio dos Bandeirantes;2023-09-27 05:33:42;2023-09-27 14:33:42
Ana Rodrigues;Fiat;Uno;Dinheiro;Gávea;2024-12-08 18:58:40;2024-12-09 07:58:40
Denise Cardoso;Honda;Fit;App;Santa Teresa;2024-01-20 22:50:25;2024-01-21 15:50:25
Stefany Duarte;Hyundai;Creta;Cartão;Campo Grande;2024-06-30 20:23:01;2024-06-30 22:23:01
Nina Barros;Jeep;Renegade;Dinheiro;Méier;2024-08-11 05:48:37;2024-08-11 11:48:37
Matheus Moura;Ford;Ka;Dinheiro;Gávea;2023-02-05 19:04:21;2023-02-06 06:04:21
Samuel Santana;Nissan;March;Cartão;Glória;2024-10-24 00:46:24;2024-10-24 07:46:24
Elias Pereira;Hyundai;HB20;App;Laranjeiras;2023-08-21 15:20:50;2023-08-21 18:20:50
Stefany Monteiro;Renault;Duster;Dinheiro;Barra da Tijuca;2024-05-12 17:42:39;2024-05-12 23:42:39
Julia Moreira;Renault;Duster;Dinheiro;Copacabana;2023-01-21 22:46:09;2023-01-22 19:46:09
Fabrício Moreira;Renault;Duster;App;Botafogo;2024-12-19 14:38:53;2024-12-20 09:38:53
Karen Freitas;Jeep;Compass;App;Ipanema;2024-01-29 12:18:28;2024-01-29 15:18:28
Giulia Barros;Nissan;March;Cartão;Vila Isabel;2023-10-16 07:51:07;2023-10-16 09:51:07
Murilo Castro;Fiat;Uno;Dinheiro;Vila Isabel;2024-10-13 22:39:01;2024-10-14 03:39:01
Leonardo Mendes;Chevrolet;Onix;App;Jardim Botânico;2024-07-03 16:20:49;2024-07-04 03:20:49
Vicente Oliveira;Renault;Sandero;Cartão;Laranjeiras;2024-06-08 11:04:43;2024-06-08 20:04:43
Fernanda Cardoso;Honda;Fit;Cartão;Ipanema;2023-09-01 06:17:31;2023-09-01 14:17:31
Claudio Barros;Nissan;Kicks;App;Bangu;2024-10-21 15:48:52;2024-10-21 17:48:52
Adriana Castro;Ford;Fiesta;Dinheiro;Vila Isabel;2024-09-26 13:31:36;2024-09-27 00:31:36
Felipe Silva;Nissan;March;Dinheiro;Catete;2024-11-13 03:56:13;2024-11-13 21:56:13
Matheus Dias;Honda;Fit;App;Madureira;2023-10-27 15:23:09;2023-10-28 00:23:09
Fabrício Garcia;Ford;Fiesta;Dinheiro;Glória;2024-02-13 23:24:17;2024-02-14 01:24:17
Erick Reis;Hyundai;Creta;Cartão;Santa Cruz;2024-06-06 06:42:40;2024-06-06 08:42:40
Carolina Campos;Chevrolet;Cruze;Cartão;Bangu;2023-01-14 10:59:03;2023-01-14 11:59:03
Joaquim Melo;Nissan;March;Dinheiro;Vila Isabel;2023-03-03 01:46:25;2023-03-03 13:46:25
Alberto Lopes;Honda;Fit;App;Lapa;2024-07-23 05:00:25;2024-07-23 09:00:25
Francisco Freitas;Fiat;Argo;Cartão;Glória;2023-12-16 08:03:06;2023-12-17 04:03:06
Emerson Alves;Toyota;Corolla;App;Tijuca;2023-04-05 20:46:40;2023-04-06 07:46:40
Giovana Vieira;Hyundai;HB20;App;Méier;2024-04-19 11:58:32;2024-04-19 15:58:32
João Castro;Honda;Civic;Dinheiro;Glória;2024-03-08 06:56:08;2024-03-08 09:56:08
Estela Barros;Chevrolet;Onix;Cartão;Recreio dos Bandeirantes;2023-02-26 21:31:30;2023-02-27 05:31:30
Thiago Barbosa;Renault;Duster;Dinheiro;Santa Teresa;2024-02-10 18:35:22;2024-02-10 19:35:22
Karen Barbosa;Toyota;Corolla;App;Lapa;2023-02-11 22:16:26;2023-02-12 01:16:26
Renata Cardoso;Toyota;Yaris;Cartão;Botafogo;2024-12-25 14:12:24;2024-12-25 17:12:24
Marcela Santana;Honda;Fit;App;Botafogo;2024-12-05 00:23:20;2024-12-05 10:23:20
Rose Alves;Renault;Sandero;Dinheiro;Laranjeiras;2024-05-03 09:31:10;2024-05-03 18:31:10
Giulia Moreira;Hyundai;Creta;Cartão;Barra da Tijuca;2024-10-07 22:26:55;2024-10-08 13:26:55
Felipe Medeiros;Honda;Civic;Cartão;Urca;2024-05-30 10:17:35;2024-05-30 18:17:35
Andressa Fernandes;Honda;Fit;App;Sulacap;2024-05-21 23:31:14;2024-05-22 09:31:14
Hugo Barros;Ford;Ka;Dinheiro;Bangu;2024-02-05 16:29:54;2024-02-05 17:29:54
Mateus Batista;Jeep;Compass;App;Centro;2024-01-23 15:46:57;2024-01-23 18:46:57
Carla Alves;Chevrolet;Onix;Cartão;Barra da Tijuca;2024-06-21 22:25:45;2024-06-22 22:25:45
Elisa Monteiro;Chevrolet;Onix;App;Gávea;2023-01-10 11:17:29;2023-01-10 21:17:29
Ricardo Martins;Nissan;Kicks;Cartão;Botafogo;2023-04-15 05:48:34;2023-04-15 08:48:34
Giovana Ribeiro;Ford;Fiesta;App;Taquara;2023-09-19 09:38:27;2023-09-19 14:38:27
Renato Martins;Nissan;March;Dinheiro;Lapa;2024-02-07 06:25:05;2024-02-07 17:25:05
Leonardo Teixeira;Toyota;Yaris;App;Santa Cruz;2024-09-01 22:58:35;2024-09-02 20:58:35
Giovana Oliveira;Jeep;Compass;App;Gávea;2023-02-12 21:23:15;2023-02-13 13:23:15
Nicole Borges;Ford;Fiesta;Dinheiro;Copacabana;2023-03-19 06:39:07;2023-03-20 06:39:07
Paula Santos;Renault;Duster;Dinheiro;Santa Teresa;2024-08-24 06:37:44;2024-08-24 08:37:44
Michelle Garcia;Volkswagen;Polo;App;Santa Teresa;2023-03-23 10:12:08;2023-03-24 02:12:08
Carlos Santana;Honda;Civic;App;Madureira;2024-03-05 17:55:06;2024-03-05 19:55:06
Márcia Machado;Ford;Fiesta;Dinheiro;Sulacap;2023-09-03 11:27:17;2023-09-03 14:27:17
Barbara Lopes;Nissan;Kicks;Dinheiro;Méier;2024-11-09 03:41:27;2024-11-09 13:41:27
Cássio Monteiro;Toyota;Corolla;Dinheiro;Santa Teresa;2023-12-06 08:53:13;2023-12-06 09:53:13
Raquel Martins;Volkswagen;Gol;Dinheiro;Copacabana;2023-12-09 21:00:24;2023-12-10 13:00:24
Pietro Barros;Nissan;Kicks;App;Botafogo;2023-09-09 20:36:25;2023-09-10 02:36:25
Cássio Ferreira;Volkswagen;Polo;App;Bangu;2024-03-20 02:19:13;2024-03-20 13:19:13
Marcela Freitas;Ford;Ka;App;Catete;2024-04-06 03:00:14;2024-04-06 12:00:14
Giulia Medeiros;Renault;Sandero;Dinheiro;Ipanema;2024-01-06 23:50:02;2024-01-07 00:50:02
Amanda Silva;Fiat;Argo;Cartão;Centro;2023-05-30 21:28:00;2023-05-30 22:28:00
Pedro Carvalho;Honda;Fit;Cartão;Urca;2023-10-12 23:55:24;2023-10-13 00:55:24
Emerson Ribeiro;Nissan;March;Cartão;Campo Grande;2023-07-08 09:26:37;2023-07-08 20:26:37
Paula Santos;Chevrolet;Onix;App;Ipanema;2023-09-19 12:41:03;2023-09-19 21:41:03
Camila Souza;Honda;Civic;Cartão;Méier;2024-03-15 07:21:01;2024-03-15 09:21:01
Isabela Alves;Nissan;March;Cartão;Recreio dos Bandeirantes;2024-08-10 10:22:47;2024-08-10 22:22:47
José Santos;Volkswagen;Polo;App;Leblon;2024-10-07 17:57:14;2024-10-08 05:57:14
Emily Medeiros;Volkswagen;Gol;Cartão;Leblon;2024-06-08 06:51:33;2024-06-08 17:51:33
Cássio Moraes;Renault;Sandero;Dinheiro;Urca;2023-09-12 15:06:26;2023-09-13 10:06:26
Juliana Oliveira;Hyundai;HB20;App;Gávea;2023-04-09 22:06:37;2023-04-10 10:06:37
Lucas Medeiros;Chevrolet;Onix;Dinheiro;Recreio dos Bandeirantes;2023-10-18 10:50:14;2023-10-18 21:50:14
Henrique Machado;Ford;Ka;Dinheiro;Méier;2024-12-07 05:50:09;2024-12-07 15:50:09
Emerson Cardoso;Chevrolet;Onix;Dinheiro;Botafogo;2024-02-10 05:30:55;2024-02-10 14:30:55
Mauro Souza;Renault;Sandero;Dinheiro;Barra da Tijuca;2024-08-27 13:12:31;2024-08-28 07:12:31
Juliana Duarte;Nissan;March;Dinheiro;Madureira;2024-06-11 06:39:00;2024-06-11 10:39:00
Marcelo Moreira;Ford;Ka;Cartão;Jardim Botânico;2023-08-29 04:54:12;2023-08-29 16:54:12
Evelyn Fonseca;Chevrolet;Onix;App;Taquara;2024-01-09 05:04:42;2024-01-09 06:04:42
Luciana Alves;Hyundai;HB20;App;Méier;2024-06-03 15:44:20;2024-06-04 02:44:20
Tatiana Barbosa;Renault;Duster;Dinheiro;Jardim Botânico;2023-10-13 18:49:22;2023-10-13 22:49:22
Ricardo Fernandes;Ford;Ka;Dinheiro;Centro;2023-11-03 13:23:15;2023-11-03 17:23:15
Nicole Freitas;Ford;Fiesta;Dinheiro;Leblon;2023-02-11 13:00:42;2023-02-12 00:00:42
Rebeca Moura;Volkswagen;Polo;Cartão;Lapa;2023-09-20 15:30:45;2023-09-20 16:30:45
André Fonseca;Volkswagen;Gol;Cartão;Centro;2023-04-15 00:21:15;2023-04-15 10:21:15
Diego Gomes;Volkswagen;Gol;Cartão;Urca;2024-02-27 01:23:26;2024-02-27 09:23:26
Renan Pereira;Renault;Duster;App;Campo Grande;2024-01-10 02:07:12;2024-01-10 08:07:12
Carlos Alves;Hyundai;Creta;Cartão;Madureira;2023-11-21 03:44:34;2023-11-21 18:44:34
Vitor Araujo;Nissan;March;Dinheiro;Gávea;2023-02-25 08:19:57;2023-02-25 18:19:57
Luísa Lopes;Fiat;Uno;Cartão;Lapa;2023-02-20 12:40:02;2023-02-20 21:40:02
